2025/07/28 09:17:29 🚀 启动分布式缓存节点: node3
2025/07/28 09:17:29 📡 监听地址: :8003
2025/07/28 09:17:29 🌐 集群节点: map[node1:localhost:8001 node2:localhost:8002 node3:localhost:8003]
2025/07/28 09:17:29 🌐 启动集群管理器，节点ID: node3
2025/07/28 09:17:29 🚀 启动分布式缓存节点: node3
2025/07/28 09:17:29 📡 监听地址: localhost:8003
2025/07/28 09:17:29 🌐 集群节点数: 3
2025/07/28 09:17:31 ✅ 成功通知节点 localhost:8001 关于节点加入
2025/07/28 09:17:31 ✅ 成功通知节点 localhost:8002 关于节点加入
[GIN] 2025/07/28 - 09:17:33 | 200 |      22.403µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:44:36 | 200 |      16.854µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:44:43 | 200 |      19.293µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:44:46 | 200 |      19.905µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:44:53 | 200 |      22.564µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:44:56 | 200 |      25.755µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:45:03 | 200 |      22.854µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:45:06 | 200 |       19.41µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:45:13 | 200 |      16.324µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:45:16 | 200 |      22.958µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:45:23 | 200 |      18.151µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:45:26 | 200 |      18.325µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:45:33 | 200 |      16.498µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:45:36 | 200 |      15.044µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:45:43 | 200 |      16.565µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:45:46 | 200 |      30.647µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:45:53 | 200 |      15.856µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:45:56 | 200 |      10.413µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:46:03 | 200 |        13.2µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:46:06 | 200 |      16.066µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:46:13 | 200 |      15.455µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:46:16 | 200 |      19.497µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:46:23 | 200 |      12.851µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:46:26 | 200 |      21.151µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:46:33 | 200 |      23.098µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:46:36 | 200 |      23.513µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:46:43 | 200 |      13.848µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:46:46 | 200 |      15.104µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:46:53 | 200 |      16.889µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:46:56 | 200 |      18.964µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:47:03 | 200 |      15.829µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:47:06 | 200 |      14.122µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:47:13 | 200 |      27.077µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:47:16 | 200 |       20.84µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:47:23 | 200 |      19.749µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:47:26 | 200 |      14.884µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:47:33 | 200 |      21.581µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:47:36 | 200 |       12.97µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:47:43 | 200 |      23.056µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:47:46 | 200 |      15.827µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:47:53 | 200 |      17.343µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:47:56 | 200 |      17.563µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:48:03 | 200 |      22.389µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:48:06 | 200 |       24.53µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:48:13 | 200 |      18.897µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:48:16 | 200 |       16.93µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:48:23 | 200 |      23.911µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:48:26 | 200 |      18.013µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:48:33 | 200 |      19.292µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:48:36 | 200 |      21.992µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:48:43 | 200 |      14.105µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:48:46 | 200 |      17.843µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:48:53 | 200 |      30.929µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:48:56 | 200 |      21.357µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:49:03 | 200 |      17.284µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:49:06 | 200 |      26.056µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:49:13 | 200 |      19.074µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:49:16 | 200 |      15.822µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:49:23 | 200 |      16.948µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:49:26 | 200 |      15.652µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:49:33 | 200 |      13.663µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:49:36 | 200 |       21.84µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:49:43 | 200 |      23.531µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:49:46 | 200 |      23.243µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:49:53 | 200 |       25.57µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:49:56 | 200 |      39.124µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:50:03 | 200 |      15.832µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:50:06 | 200 |      19.184µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:50:13 | 200 |      19.228µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:50:16 | 200 |      13.188µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:50:23 | 200 |      23.914µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:50:26 | 200 |      21.797µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:50:33 | 200 |      18.192µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:50:36 | 200 |      13.982µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:50:43 | 200 |      13.672µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:50:46 | 200 |      21.255µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:50:53 | 200 |      13.591µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:50:56 | 200 |      21.851µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:51:03 | 200 |      24.287µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:51:06 | 200 |      23.557µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:51:13 | 200 |      13.358µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:51:16 | 200 |      22.756µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:51:23 | 200 |      21.417µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:51:26 | 200 |       15.48µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:51:33 | 200 |       13.42µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:51:36 | 200 |      23.614µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:51:43 | 200 |      22.874µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:51:46 | 200 |      16.811µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:51:53 | 200 |      15.293µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:51:56 | 200 |      14.291µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:52:03 | 200 |      19.706µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:52:06 | 200 |      16.096µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:52:13 | 200 |      23.634µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:52:16 | 200 |      22.351µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:52:23 | 200 |      20.964µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:52:26 | 200 |       21.15µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:52:33 | 200 |       17.04µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:52:36 | 200 |      23.352µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:52:43 | 200 |      18.761µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:52:46 | 200 |       27.07µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:52:53 | 200 |      23.817µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:52:56 | 200 |      15.892µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:53:03 | 200 |      24.731µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:53:06 | 200 |      13.639µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:53:13 | 200 |      20.508µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:53:16 | 200 |      22.639µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:53:23 | 200 |      17.469µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:53:26 | 200 |      15.595µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:53:33 | 200 |      23.169µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:53:36 | 200 |      25.238µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:53:43 | 200 |      14.123µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:53:46 | 200 |      13.664µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:53:53 | 200 |      20.104µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:53:56 | 200 |      16.695µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:54:03 | 200 |      16.321µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:54:06 | 200 |      16.014µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:54:13 | 200 |      28.126µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:54:16 | 200 |      16.914µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:54:23 | 200 |      17.841µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:54:26 | 200 |      15.166µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:54:33 | 200 |      23.832µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:54:36 | 200 |      27.866µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:54:43 | 200 |      26.638µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:54:46 | 200 |      16.099µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:54:53 | 200 |      17.269µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:54:56 | 200 |       29.82µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:55:03 | 200 |      20.091µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:55:06 | 200 |      18.578µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:55:13 | 200 |      22.314µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:55:16 | 200 |      21.678µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:55:23 | 200 |      19.519µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:55:26 | 200 |      15.825µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:55:33 | 200 |       23.26µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:55:36 | 200 |      20.024µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:55:43 | 200 |      23.239µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:55:46 | 200 |      15.379µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:55:53 | 200 |      15.372µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:55:56 | 200 |      29.881µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:56:03 | 200 |      17.433µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:56:06 | 200 |      30.253µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:56:13 | 200 |       17.07µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:56:16 | 200 |      38.455µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:56:23 | 200 |      19.433µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:56:26 | 200 |      17.836µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:56:33 | 200 |      13.992µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:56:36 | 200 |      13.259µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:56:43 | 200 |      20.242µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:56:46 | 200 |      21.691µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:56:53 | 200 |      29.049µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:56:56 | 200 |       17.49µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:57:03 | 200 |      18.728µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:57:06 | 200 |      18.036µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:57:13 | 200 |      17.292µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:57:16 | 200 |      23.474µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:57:23 | 200 |       20.29µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:57:26 | 200 |      18.173µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:57:33 | 200 |      16.259µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:57:36 | 200 |      20.332µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:57:43 | 200 |      16.865µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:57:46 | 200 |      20.031µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:57:53 | 200 |        21.8µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:57:56 | 200 |      19.048µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:58:03 | 200 |      16.039µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:58:06 | 200 |      12.741µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:58:13 | 200 |      28.829µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:58:16 | 200 |      18.552µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:58:23 | 200 |      17.657µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:58:26 | 200 |      18.106µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:58:33 | 200 |      16.125µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:58:36 | 200 |      23.252µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:58:43 | 200 |      13.879µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:58:46 | 200 |      16.865µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:58:53 | 200 |      14.453µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:58:56 | 200 |      21.104µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:59:03 | 200 |      25.058µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:59:06 | 200 |      15.068µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:59:13 | 200 |      22.213µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:59:16 | 200 |      18.383µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:59:23 | 200 |      17.291µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:59:26 | 200 |      17.111µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:59:33 | 200 |      14.301µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:59:36 | 200 |      18.621µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:59:43 | 200 |      19.361µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:59:46 | 200 |       18.56µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:59:53 | 200 |      19.036µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 10:59:56 | 200 |      15.523µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:00:03 | 200 |      19.408µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:00:06 | 200 |      18.146µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:00:13 | 200 |      21.805µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:00:16 | 200 |       17.95µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:00:23 | 200 |      17.321µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:00:26 | 200 |      28.522µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:00:33 | 200 |      13.294µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:00:36 | 200 |      14.561µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:00:43 | 200 |      13.921µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:00:46 | 200 |      22.265µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:00:53 | 200 |      18.299µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:00:56 | 200 |      15.732µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:01:03 | 200 |      47.559µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:01:06 | 200 |      15.574µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:01:13 | 200 |      19.778µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:01:16 | 200 |      18.202µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:01:23 | 200 |       18.96µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:01:26 | 200 |      20.966µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:01:33 | 200 |      19.573µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:01:36 | 200 |      16.855µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:01:43 | 200 |      12.499µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:01:46 | 200 |      15.984µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:01:53 | 200 |      25.708µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:01:56 | 200 |      32.387µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:02:03 | 200 |       29.81µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:02:06 | 200 |      23.144µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:02:13 | 200 |      19.076µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:02:16 | 200 |      12.965µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:02:23 | 200 |      17.494µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:02:26 | 200 |      19.012µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:02:33 | 200 |      27.739µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:02:36 | 200 |      13.919µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:02:43 | 200 |      21.783µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:02:46 | 200 |      21.343µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:02:53 | 200 |      16.985µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:02:56 | 200 |      29.407µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:03:03 | 200 |      16.543µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:03:06 | 200 |      24.913µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:03:13 | 200 |      20.451µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:03:16 | 200 |      17.208µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:03:23 | 200 |      22.329µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:03:26 | 200 |      28.687µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:03:33 | 200 |      20.137µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:03:36 | 200 |      19.891µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:03:43 | 200 |      17.076µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:03:46 | 200 |      14.396µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:03:53 | 200 |      15.501µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:03:56 | 200 |      16.082µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:04:03 | 200 |      17.629µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:04:06 | 200 |      27.362µs |       127.0.0.1 | GET      "/internal/cluster/health"
