2025/07/28 09:17:23 🚀 启动分布式缓存节点: node1
2025/07/28 09:17:23 📡 监听地址: :8001
2025/07/28 09:17:23 🌐 集群节点: map[node1:localhost:8001 node2:localhost:8002 node3:localhost:8003]
2025/07/28 09:17:23 🌐 启动集群管理器，节点ID: node1
2025/07/28 09:17:23 🚀 启动分布式缓存节点: node1
2025/07/28 09:17:23 📡 监听地址: localhost:8001
2025/07/28 09:17:23 🌐 集群节点数: 3
2025/07/28 09:17:25 ⚠️ 通知节点加入失败 localhost:8002: Post "http://localhost:8002/internal/cluster/join": dial tcp 127.0.0.1:8002: connect: connection refused
2025/07/28 09:17:25 ⚠️ 通知节点加入失败 localhost:8003: Post "http://localhost:8003/internal/cluster/join": dial tcp 127.0.0.1:8003: connect: connection refused
2025/07/28 09:17:28 🔄 开始添加节点到集群: node2 (localhost:8002)
2025/07/28 09:17:28 ➕ 添加节点到集群: node2 (localhost:8002)
2025/07/28 09:17:28 🔄 开始网络数据迁移到节点: node2 (localhost:8002)
2025/07/28 09:17:28 ✅ 网络数据迁移完成: 迁移了 0 个key到节点 node2
2025/07/28 09:17:28 ⚠️ 跳过不健康的节点: node2
2025/07/28 09:17:28 ⚠️ 跳过不健康的节点: node3
2025/07/28 09:17:28 ✅ 节点添加完成: node2
[GIN] 2025/07/28 - 09:17:28 | 200 |     423.214µs |       127.0.0.1 | POST     "/internal/cluster/join"
[GIN] 2025/07/28 - 11:40:59 | 200 |      30.488µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:41:06 | 200 |      17.712µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:41:09 | 200 |      29.281µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:41:16 | 200 |      16.696µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:41:19 | 200 |      25.385µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:41:26 | 200 |      21.392µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:41:29 | 200 |      26.437µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:41:36 | 200 |      20.341µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:41:39 | 200 |      25.796µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:41:46 | 200 |      16.286µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:41:49 | 200 |      29.673µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:41:56 | 200 |      39.293µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:41:59 | 200 |      25.437µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:42:06 | 200 |      32.849µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:42:09 | 200 |      25.743µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:42:16 | 200 |      20.877µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:42:19 | 200 |      21.085µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:42:26 | 200 |      31.718µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:42:29 | 200 |      23.934µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:42:36 | 200 |      20.805µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:42:39 | 200 |      28.541µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:42:46 | 200 |      20.672µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:42:49 | 200 |      26.044µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:42:56 | 200 |      20.194µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:42:59 | 200 |      21.851µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:43:06 | 200 |      18.125µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:43:09 | 200 |      24.028µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:43:16 | 200 |      28.508µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:43:19 | 200 |      28.331µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:43:26 | 200 |      26.059µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:43:29 | 200 |      26.217µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:43:36 | 200 |       29.11µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:43:39 | 200 |      29.673µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:43:46 | 200 |      27.999µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:43:49 | 200 |      26.466µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:43:56 | 200 |      25.723µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:43:59 | 200 |      25.194µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:44:06 | 200 |      27.543µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:44:09 | 200 |      27.096µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:44:16 | 200 |       25.34µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:44:19 | 200 |      26.801µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:44:26 | 200 |      26.443µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:44:29 | 200 |      20.863µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:44:36 | 200 |      27.497µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:44:39 | 200 |      25.606µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:44:46 | 200 |      26.532µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:44:49 | 200 |      20.923µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:44:56 | 200 |      15.934µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:44:59 | 200 |      17.615µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:45:06 | 200 |      22.056µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:45:09 | 200 |      24.903µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:45:16 | 200 |      15.095µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:45:19 | 200 |      25.224µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:45:26 | 200 |      17.945µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:45:29 | 200 |      24.049µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:45:36 | 200 |      31.988µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:45:39 | 200 |      22.285µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:45:46 | 200 |       20.32µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:45:49 | 200 |      21.994µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:45:56 | 200 |      27.343µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:45:59 | 200 |       21.15µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:46:06 | 200 |      30.318µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:46:09 | 200 |      27.918µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:46:16 | 200 |      23.482µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:46:19 | 200 |       23.74µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:46:26 | 200 |      21.911µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:46:29 | 200 |      26.285µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:46:36 | 200 |      20.596µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:46:39 | 200 |      21.565µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:46:46 | 200 |      20.804µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:46:49 | 200 |      14.978µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:46:56 | 200 |      22.762µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:46:59 | 200 |      21.208µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:47:06 | 200 |      27.653µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:47:09 | 200 |      20.761µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:47:16 | 200 |       17.51µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:47:19 | 200 |      25.305µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:47:26 | 200 |      25.499µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:47:29 | 200 |      29.705µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:47:36 | 200 |      13.814µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:47:39 | 200 |       16.29µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:47:46 | 200 |      22.261µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:47:49 | 200 |      23.328µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:47:56 | 200 |      21.529µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:47:59 | 200 |      24.533µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:48:06 | 200 |      21.331µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:48:09 | 200 |      21.041µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:48:16 | 200 |      27.495µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:48:19 | 200 |       21.68µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:48:26 | 200 |      22.022µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:48:29 | 200 |      22.646µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:48:36 | 200 |      25.428µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:48:39 | 200 |      25.516µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:48:46 | 200 |      16.186µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:48:49 | 200 |      21.987µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:48:56 | 200 |      26.667µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:48:59 | 200 |       19.37µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:49:06 | 200 |      26.046µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:49:09 | 200 |      24.528µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:49:16 | 200 |      24.623µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:49:19 | 200 |     366.413µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:49:26 | 200 |      26.188µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:49:29 | 200 |      22.496µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:49:36 | 200 |      29.559µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:49:39 | 200 |      26.297µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:49:46 | 200 |       22.32µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:49:49 | 200 |      25.401µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:49:56 | 200 |      25.808µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:49:59 | 200 |      22.196µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:50:06 | 200 |      24.382µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:50:09 | 200 |      25.436µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:50:16 | 200 |      27.659µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:50:19 | 200 |      19.702µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:50:26 | 200 |     118.012µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:50:29 | 200 |      26.746µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:50:36 | 200 |      25.236µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:50:39 | 200 |      22.577µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:50:46 | 200 |       24.52µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:50:49 | 200 |      21.821µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:50:56 | 200 |      27.891µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:50:59 | 200 |      17.393µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:51:06 | 200 |      16.497µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:51:09 | 200 |      25.933µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:51:16 | 200 |      20.523µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:51:19 | 200 |      20.669µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:51:26 | 200 |      21.924µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:51:29 | 200 |      22.413µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:51:36 | 200 |      21.668µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:51:39 | 200 |      19.903µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:51:46 | 200 |      20.309µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:51:49 | 200 |      25.155µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:51:56 | 200 |       38.86µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:51:59 | 200 |      26.043µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:52:06 | 200 |       26.69µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:52:09 | 200 |      20.352µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:52:16 | 200 |       20.26µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:52:19 | 200 |      18.066µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:52:26 | 200 |      22.052µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:52:29 | 200 |      20.674µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:52:36 | 200 |      20.266µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:52:39 | 200 |      24.193µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:52:46 | 200 |      21.457µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:52:49 | 200 |      28.501µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:52:56 | 200 |       22.12µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:52:59 | 200 |      21.816µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:53:06 | 200 |      25.914µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:53:09 | 200 |      27.247µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:53:16 | 200 |      26.755µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:53:19 | 200 |      20.703µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:53:26 | 200 |       27.25µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:53:29 | 200 |      22.528µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:53:36 | 200 |       23.23µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:53:39 | 200 |      24.563µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:53:46 | 200 |      20.677µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:53:49 | 200 |      20.894µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:53:56 | 200 |      21.321µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:53:59 | 200 |      41.179µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:54:06 | 200 |      20.503µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:54:09 | 200 |      21.612µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:54:16 | 200 |      15.303µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:54:19 | 200 |      24.724µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:54:26 | 200 |      25.576µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:54:29 | 200 |      34.862µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:54:36 | 200 |      21.568µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:54:39 | 200 |      23.099µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:54:46 | 200 |       21.71µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:54:49 | 200 |      15.152µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:54:56 | 200 |      26.321µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:54:59 | 200 |      18.507µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:55:06 | 200 |      21.106µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:55:09 | 200 |      22.276µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:55:16 | 200 |      25.186µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:55:19 | 200 |      26.565µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:55:26 | 200 |      18.444µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:55:29 | 200 |      25.986µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:55:36 | 200 |      21.298µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:55:39 | 200 |       23.67µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:55:46 | 200 |      21.072µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:55:49 | 200 |      22.033µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:55:56 | 200 |      22.751µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:55:59 | 200 |       21.53µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:56:06 | 200 |      24.592µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:56:09 | 200 |      21.897µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:56:16 | 200 |      15.269µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:56:19 | 200 |      26.088µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:56:26 | 200 |      31.911µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:56:29 | 200 |      20.651µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:56:36 | 200 |      21.836µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:56:39 | 200 |      22.137µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:56:46 | 200 |      20.055µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:56:49 | 200 |      28.144µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:56:56 | 200 |      23.004µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:56:59 | 200 |      29.467µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:57:06 | 200 |      20.404µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:57:09 | 200 |      21.138µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:57:16 | 200 |      25.672µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:57:19 | 200 |      21.096µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:57:26 | 200 |      29.821µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:57:29 | 200 |      27.025µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:57:36 | 200 |      29.714µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:57:39 | 200 |       25.71µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:57:46 | 200 |      29.598µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:57:49 | 200 |        22.4µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:57:56 | 200 |      21.959µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:57:59 | 200 |      21.829µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:58:06 | 200 |       23.28µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:58:09 | 200 |      21.081µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:58:16 | 200 |      20.975µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:58:19 | 200 |      22.014µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:58:26 | 200 |      16.268µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:58:29 | 200 |      21.086µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:58:36 | 200 |      22.751µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:58:39 | 200 |      20.761µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:58:46 | 200 |      21.611µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:58:49 | 200 |       21.65µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:58:56 | 200 |      21.307µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:58:59 | 200 |      21.108µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:59:06 | 200 |       21.81µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:59:09 | 200 |      23.387µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:59:16 | 200 |      21.675µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:59:19 | 200 |      25.394µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:59:26 | 200 |      15.431µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:59:29 | 200 |      19.426µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:59:36 | 200 |      21.469µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:59:39 | 200 |      20.739µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:59:46 | 200 |      21.793µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:59:49 | 200 |      21.214µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:59:56 | 200 |       22.86µs |       127.0.0.1 | GET      "/internal/cluster/health"
[GIN] 2025/07/28 - 11:59:59 | 200 |      24.926µs |       127.0.0.1 | GET      "/internal/cluster/health"
